(+ve word count) ,(-ve word count),(overall polarity),(times change in pol),(largest + cont),(largest - cont),(capital letters),(punctuation)
1,1,2,1,1,1,2,0
1,1,-1,1,1,1,1,0
0,1,-2,0,0,1,1,0
1,0,2,0,1,0,5,1
0,0,0,0,0,0,3,0
0,1,-1,0,0,1,0,1
1,1,1,1,1,1,1,0
1,0,2,0,1,0,12,2
0,0,0,0,0,0,4,1
0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,3
0,0,0,0,0,0,9,0
1,0,1,0,1,0,0,0
1,1,0,1,1,1,3,0
1,0,1,0,1,0,3,1
0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0
0,2,-2,0,0,2,2,0
1,0,1,0,1,0,2,1
0,0,0,0,0,0,4,0
0,0,0,0,0,0,3,0
1,0,2,0,1,0,1,0
0,2,-2,0,0,2,2,0
1,0,2,0,1,0,2,0
0,2,-2,0,0,2,0,0
0,0,0,0,0,0,2,1
2,0,2,0,2,0,8,0
2,0,3,0,2,0,1,0
0,0,0,0,0,0,1,0
1,0,1,0,1,0,1,0
0,2,-4,0,0,2,7,0
2,0,4,0,2,0,3,0
0,0,0,0,0,0,2,3
1,0,1,0,1,0,5,2
1,0,1,0,1,0,2,0
0,1,-1,0,0,1,2,1
0,1,-1,0,0,1,8,1
1,0,1,0,1,0,8,0
0,1,-1,0,0,1,11,0
1,0,2,0,1,0,9,1
0,0,0,0,0,0,1,1
3,0,4,0,3,0,5,1
0,0,0,0,0,0,3,3
0,0,0,0,0,0,3,2
0,0,0,0,0,0,4,1
0,2,-3,0,0,2,4,3
3,0,4,0,3,0,11,1
1,0,2,0,1,0,1,1
3,1,3,1,3,1,2,2
1,1,0,1,1,1,2,2
1,0,2,0,1,0,9,2
0,1,-2,0,0,1,0,0
0,0,0,0,0,0,3,0
0,0,0,0,0,0,3,0
2,0,3,0,2,0,2,2
1,0,1,0,1,0,11,0
2,0,3,0,2,0,0,0
1,0,1,0,1,0,9,4
0,0,0,0,0,0,3,1
1,0,2,0,1,0,1,0
1,0,2,0,1,0,10,1
0,0,0,0,0,0,4,2
1,0,2,0,1,0,1,0
0,5,-7,0,0,5,9,0
0,1,-1,0,0,1,5,2
0,0,0,0,0,0,1,2
1,0,1,0,1,0,5,0
0,0,0,0,0,0,3,0
0,1,-1,0,0,1,6,0
0,0,0,0,0,0,5,2
1,1,1,1,1,1,4,0
1,0,1,0,1,0,1,0
1,0,1,0,1,0,1,1
0,0,0,0,0,0,5,3
1,1,0,1,1,1,76,0
0,0,0,0,0,0,10,10
1,0,1,0,1,0,4,1
1,4,-7,1,1,4,2,0
1,1,0,1,1,1,2,0
1,0,2,0,1,0,4,1
0,1,-2,0,0,1,0,0
1,0,1,0,1,0,15,1
0,0,0,0,0,0,4,0
1,0,1,0,1,0,4,1
1,1,0,1,1,1,9,4
1,0,1,0,1,0,1,1
0,0,0,0,0,0,0,0
2,1,2,1,2,1,6,2
0,1,-1,0,0,1,11,0
1,0,1,0,1,0,0,1
0,0,0,0,0,0,1,0
2,0,3,0,2,0,11,1
0,1,-1,0,0,1,7,0
1,0,1,0,1,0,5,0
0,1,-1,0,0,1,7,8
1,0,2,0,1,0,5,1
1,0,2,0,1,0,4,2
0,0,0,0,0,0,7,0
0,0,0,0,0,0,1,0
1,0,2,0,1,0,0,0
1,1,0,1,1,1,3,2
0,1,-2,0,0,1,7,0
0,0,0,0,0,0,0,0
1,0,2,0,1,0,5,0
0,0,0,0,0,0,2,0
0,1,-1,0,0,1,1,0
1,0,1,0,1,0,2,0
0,0,0,0,0,0,6,2
0,1,-3,0,0,1,13,4
0,0,0,0,0,0,1,1
0,1,-1,0,0,1,4,2
0,1,-2,0,0,1,6,0
1,0,1,0,1,0,4,1
0,1,-1,0,0,1,1,0
0,0,0,0,0,0,12,0
0,2,-4,0,0,2,1,0
1,0,2,0,1,0,2,0
0,0,0,0,0,0,21,0
1,0,2,0,1,0,1,1
1,2,-1,2,1,1,1,3
0,1,-1,0,0,1,0,2
1,0,1,0,1,0,16,0
0,0,0,0,0,0,3,0
2,0,4,0,2,0,1,1
0,0,0,0,0,0,1,0
0,1,-2,0,0,1,2,4
1,1,0,1,1,1,5,0
2,0,3,0,2,0,18,0
1,0,2,0,1,0,4,0
1,1,1,1,1,1,2,0
0,0,0,0,0,0,1,0
1,0,1,0,1,0,3,0
2,0,3,0,2,0,1,0
0,2,-4,0,0,2,3,0
0,0,0,0,0,0,2,0
1,0,1,0,1,0,4,1
0,1,-2,0,0,1,6,0
1,1,0,1,1,1,0,0
0,0,0,0,0,0,3,1
0,2,-2,0,0,2,9,0
0,2,-2,0,0,2,3,2
1,0,2,0,1,0,6,1
0,0,0,0,0,0,1,3
1,0,2,0,1,0,5,1
0,1,-1,0,0,1,8,0
1,0,1,0,1,0,17,0
0,4,-6,0,0,4,10,4
1,0,2,0,1,0,14,1
2,1,2,2,1,1,1,0
0,0,0,0,0,0,5,0
0,0,0,0,0,0,9,0
0,2,-4,0,0,2,5,0
0,1,-1,0,0,1,1,0
1,0,2,0,1,0,2,0
0,0,0,0,0,0,4,3
2,0,3,0,2,0,31,0
3,0,4,0,3,0,6,0
1,0,2,0,1,0,0,0
1,1,1,1,1,1,4,0
1,2,0,1,1,2,3,0
0,0,0,0,0,0,2,0
0,1,-1,0,0,1,3,0
0,3,-6,0,0,3,14,5
1,0,2,0,1,0,1,0
2,1,4,1,2,1,6,0
0,0,0,0,0,0,1,0
1,0,2,0,1,0,1,0
3,0,6,0,3,0,2,0
1,0,1,0,1,0,0,0
1,0,1,0,1,0,3,0
2,2,-1,1,2,2,1,0
1,0,1,0,1,0,7,1
0,1,-1,0,0,1,4,1
1,1,0,1,1,1,2,2
2,2,0,3,1,1,14,0
0,0,0,0,0,0,15,0
1,0,1,0,1,0,6,0
2,0,2,0,2,0,1,2
0,3,-6,0,0,3,7,0
1,0,1,0,1,0,1,0
1,0,2,0,1,0,6,1
0,1,-2,0,0,1,2,2
1,0,1,0,1,0,1,2
0,0,0,0,0,0,1,0
0,1,-1,0,0,1,8,1
0,0,0,0,0,0,17,0
0,0,0,0,0,0,3,4
0,1,-1,0,0,1,8,0
2,0,2,0,2,0,8,0
2,2,-2,1,2,2,1,0
0,0,0,0,0,0,9,0
0,1,-2,0,0,1,6,3
0,0,0,0,0,0,21,0
3,0,3,0,3,0,1,1
1,0,1,0,1,0,14,0
0,0,0,0,0,0,2,1
1,0,1,0,1,0,9,0
0,2,-2,0,0,2,6,1
2,0,2,0,2,0,5,5
0,0,0,0,0,0,4,3
0,2,-4,0,0,2,4,0
1,0,1,0,1,0,2,1
1,0,2,0,1,0,6,0
1,0,1,0,1,0,0,0
0,1,-1,0,0,1,2,0
0,1,-1,0,0,1,4,0
0,1,-1,0,0,1,7,0
1,0,3,0,1,0,6,0
1,1,0,1,1,1,15,3
1,0,1,0,1,0,1,2
0,1,-1,0,0,1,1,0
0,0,0,0,0,0,9,0
0,1,-2,0,0,1,2,1
1,0,1,0,1,0,0,0
0,0,0,0,0,0,3,1
0,1,-1,0,0,1,6,2
4,0,8,0,4,0,6,0
1,1,0,1,1,1,3,1
1,0,1,0,1,0,2,4
0,2,-2,0,0,2,1,0
0,1,-2,0,0,1,1,0
1,0,2,0,1,0,6,2
4,0,6,0,4,0,4,0
0,0,0,0,0,0,8,0
2,0,4,0,2,0,6,0
0,1,-2,0,0,1,6,2
0,3,-4,0,0,3,10,3
0,0,0,0,0,0,2,2
2,1,2,1,2,1,7,0
1,0,2,0,1,0,0,1
0,0,0,0,0,0,1,0
0,1,-3,0,0,1,2,0
1,0,2,0,1,0,1,1
1,0,1,0,1,0,2,7
1,1,-1,1,1,1,4,4
1,0,1,0,1,0,4,0
2,0,3,0,2,0,80,0
0,0,0,0,0,0,1,0
1,0,2,0,1,0,0,0
1,1,0,1,1,1,1,0
1,0,1,0,1,0,8,3
0,0,0,0,0,0,9,1
0,2,-2,0,0,2,0,1
0,2,-2,0,0,2,11,1
0,0,0,0,0,0,16,5
1,0,1,0,1,0,2,1
1,1,0,1,1,1,2,0
1,0,2,0,1,0,2,2
2,0,2,0,2,0,1,5
1,0,2,0,1,0,1,0
0,0,0,0,0,0,1,0
1,0,1,0,1,0,1,2
1,5,-7,2,1,3,3,0
0,1,-1,0,0,1,5,1
0,0,0,0,0,0,26,0
0,0,0,0,0,0,4,1
0,1,-2,0,0,1,2,2
0,0,0,0,0,0,7,1
3,0,3,0,3,0,4,1
0,1,-1,0,0,1,23,2
1,0,1,0,1,0,5,0
1,2,-2,2,1,1,2,0
1,1,1,1,1,1,0,0
0,0,0,0,0,0,3,1
1,0,1,0,1,0,8,0
1,1,0,1,1,1,5,0
1,1,-1,1,1,1,3,0
1,0,1,0,1,0,0,0
1,0,2,0,1,0,5,0
2,1,1,1,2,1,4,0
1,0,2,0,1,0,4,0
0,2,-4,0,0,2,3,2
0,2,-3,0,0,2,3,0
0,1,-1,0,0,1,2,0
1,2,-1,2,1,1,11,0
0,0,0,0,0,0,9,0
2,1,2,1,2,1,4,1
1,0,1,0,1,0,1,0
2,0,3,0,2,0,18,0
1,0,1,0,1,0,3,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,3,2
0,1,-1,0,0,1,7,2
0,0,0,0,0,0,1,0
0,1,-1,0,0,1,4,2
1,1,0,1,1,1,3,0
0,0,0,0,0,0,4,0
0,0,0,0,0,0,1,0
0,1,-1,0,0,1,1,0
0,1,-2,0,0,1,1,4
0,1,-1,0,0,1,4,0
0,2,-3,0,0,2,4,0
1,1,-1,1,1,1,4,2
0,1,-2,0,0,1,2,1
1,0,2,0,1,0,3,2
0,1,-3,0,0,1,9,1
0,0,0,0,0,0,3,0
0,0,0,0,0,0,3,0
0,0,0,0,0,0,1,3
0,0,0,0,0,0,10,1
2,0,2,0,2,0,0,0
1,2,0,2,1,1,10,0
1,2,-2,1,1,2,34,3
1,0,1,0,1,0,2,0
2,0,2,0,2,0,0,0
1,0,2,0,1,0,2,2
0,1,-1,0,0,1,6,0
0,1,-1,0,0,1,3,1
0,0,0,0,0,0,0,1
1,0,2,0,1,0,3,0
0,1,-1,0,0,1,1,0
1,0,3,0,1,0,9,4
0,1,-3,0,0,1,2,0
0,2,-3,0,0,2,2,1
1,0,3,0,1,0,6,1
0,1,-2,0,0,1,4,0
0,0,0,0,0,0,3,4
1,0,2,0,1,0,5,0
3,0,6,0,3,0,0,0
1,0,2,0,1,0,3,0
0,0,0,0,0,0,2,0
1,0,2,0,1,0,8,0
1,0,1,0,1,0,5,0
1,0,1,0,1,0,6,3
0,0,0,0,0,0,9,0
2,0,2,0,2,0,1,0
0,0,0,0,0,0,3,0
0,0,0,0,0,0,6,0
2,0,2,0,2,0,8,0
0,0,0,0,0,0,3,0
1,0,2,0,1,0,0,0
0,1,-2,0,0,1,1,0
1,0,2,0,1,0,2,0
1,0,1,0,1,0,3,1
1,1,-1,1,1,1,9,0
2,0,2,0,2,0,4,1
1,0,1,0,1,0,16,0
1,0,1,0,1,0,11,1
1,0,2,0,1,0,4,3
0,0,0,0,0,0,5,0
2,1,2,1,2,1,88,0
0,1,-1,0,0,1,0,0
0,0,0,0,0,0,4,2
5,1,5,1,5,1,7,0
3,0,3,0,3,0,0,1
1,1,1,1,1,1,4,0
0,0,0,0,0,0,4,0
1,0,1,0,1,0,1,0
1,2,-1,2,1,1,2,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,2
0,0,0,0,0,0,3,1
0,0,0,0,0,0,6,0
1,0,1,0,1,0,6,0
0,0,0,0,0,0,3,0
0,0,0,0,0,0,7,2
1,1,0,1,1,1,2,4
1,1,0,1,1,1,6,2
0,0,0,0,0,0,1,3
1,0,2,0,1,0,2,0
1,1,-2,1,1,1,5,0
0,1,-1,0,0,1,9,1
1,0,4,0,1,0,4,0
1,0,2,0,1,0,1,0
1,1,0,1,1,1,1,0
0,1,-2,0,0,1,11,1
1,0,2,0,1,0,1,0
2,0,2,0,2,0,5,6
3,1,2,1,3,1,5,1
0,0,0,0,0,0,3,2
0,0,0,0,0,0,4,0
1,1,1,1,1,1,4,2
0,0,0,0,0,0,5,1
0,0,0,0,0,0,4,2
0,0,0,0,0,0,3,0
0,0,0,0,0,0,5,0
0,1,-2,0,0,1,4,0
2,0,2,0,2,0,2,1
0,0,0,0,0,0,16,0
0,0,0,0,0,0,3,1
0,0,0,0,0,0,13,0
1,1,0,1,1,1,1,0
0,2,-3,0,0,2,3,1
0,0,0,0,0,0,4,0
0,0,0,0,0,0,5,0
0,0,0,0,0,0,1,0
1,1,-1,1,1,1,1,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
1,0,2,0,1,0,3,0
1,0,1,0,1,0,0,0
0,1,-1,0,0,1,0,2
1,1,-2,1,1,1,4,1
2,0,3,0,2,0,4,1
1,1,-1,1,1,1,1,1
2,0,2,0,2,0,1,0
0,1,-1,0,0,1,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,1
1,1,-1,1,1,1,1,4
3,0,4,0,3,0,2,0
0,0,0,0,0,0,2,0
0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,2
1,0,2,0,1,0,1,0
0,1,-1,0,0,1,1,0
0,0,0,0,0,0,4,0
0,0,0,0,0,0,5,1
1,1,0,1,1,1,1,1
1,0,2,0,1,0,1,0
1,0,2,0,1,0,1,1
1,0,1,0,1,0,0,0
0,1,-1,0,0,1,8,2
0,0,0,0,0,0,4,0
0,0,0,0,0,0,3,2
1,1,1,1,1,1,8,3
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,2
1,0,1,0,1,0,2,0
2,2,-1,2,2,1,3,0
1,0,2,0,1,0,1,0
1,0,1,0,1,0,4,0
0,1,-1,0,0,1,5,7
0,2,-4,0,0,2,2,1
1,0,2,0,1,0,49,0
0,0,0,0,0,0,6,2
0,0,0,0,0,0,0,2
0,1,-3,0,0,1,4,0
0,1,-1,0,0,1,1,1
0,2,-4,0,0,2,1,0
2,0,2,0,2,0,0,1
1,1,0,1,1,1,8,1
0,0,0,0,0,0,6,0
1,0,2,0,1,0,2,0
0,0,0,0,0,0,0,2
1,0,1,0,1,0,5,1
0,1,-1,0,0,1,0,0
0,1,-1,0,0,1,1,2
5,0,6,0,5,0,6,2
4,0,7,0,4,0,9,3
3,1,2,2,2,1,2,2
0,1,-1,0,0,1,8,0
0,0,0,0,0,0,2,0
0,1,-1,0,0,1,6,4
0,0,0,0,0,0,6,0
3,0,4,0,3,0,4,0
0,0,0,0,0,0,8,4
0,0,0,0,0,0,4,1
1,0,2,0,1,0,18,2
0,1,-1,0,0,1,0,2
1,0,1,0,1,0,2,0
0,3,-5,0,0,3,8,5
1,2,-2,1,1,2,4,5
0,1,-2,0,0,1,6,0
0,0,0,0,0,0,2,2
0,0,0,0,0,0,6,0
0,0,0,0,0,0,1,0
0,1,-2,0,0,1,1,1
1,1,0,1,1,1,2,2
1,0,1,0,1,0,9,0
2,1,2,2,1,1,1,1
0,0,0,0,0,0,1,0
1,0,1,0,1,0,2,0
1,0,2,0,1,0,5,0
2,0,3,0,2,0,2,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,3,3
1,1,-1,1,1,1,3,0
2,1,-1,2,1,1,2,0
0,0,0,0,0,0,2,3
3,0,4,0,3,0,3,0
1,0,2,0,1,0,1,0
2,0,3,0,2,0,8,4
1,0,1,0,1,0,3,0
0,1,-1,0,0,1,5,0
1,3,-6,1,1,3,9,2
0,0,0,0,0,0,8,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,38,6
1,0,1,0,1,0,1,0
2,0,2,0,2,0,2,5
1,0,1,0,1,0,7,1
2,0,3,0,2,0,1,0
0,1,-1,0,0,1,2,1
0,1,-2,0,0,1,6,0
0,1,-3,0,0,1,12,3
2,0,2,0,2,0,5,0
0,0,0,0,0,0,2,0
3,1,2,2,2,1,2,2
1,1,0,1,1,1,0,0
3,1,3,2,2,1,2,2
0,2,-3,0,0,2,3,7
1,0,1,0,1,0,2,1
0,0,0,0,0,0,2,0
1,0,1,0,1,0,20,2
2,0,3,0,2,0,3,5
2,0,2,0,2,0,2,0
0,2,-3,0,0,2,1,2
0,0,0,0,0,0,2,0
0,1,-1,0,0,1,0,0
0,0,0,0,0,0,2,2
1,0,1,0,1,0,6,0
1,2,-1,1,1,2,12,0
0,0,0,0,0,0,1,1
1,0,2,0,1,0,14,1
1,1,0,1,1,1,0,0
0,0,0,0,0,0,3,0
1,0,2,0,1,0,2,0
0,0,0,0,0,0,9,1
0,0,0,0,0,0,1,1
1,1,1,1,1,1,7,0
0,0,0,0,0,0,3,1
0,1,-3,0,0,1,5,0
0,0,0,0,0,0,1,0
1,1,1,1,1,1,3,0
1,1,1,1,1,1,9,0
0,0,0,0,0,0,7,1
0,0,0,0,0,0,6,0
1,1,0,1,1,1,10,0
1,0,1,0,1,0,1,3
0,1,-2,0,0,1,20,1
2,0,4,0,2,0,5,0
0,0,0,0,0,0,3,0
1,1,0,1,1,1,2,4
1,0,3,0,1,0,9,0
1,0,2,0,1,0,2,0
1,1,0,1,1,1,2,2
0,1,-1,0,0,1,8,1
1,0,1,0,1,0,5,0
1,2,-1,1,1,2,6,0
0,1,-1,0,0,1,2,0
1,0,2,0,1,0,2,0
0,1,-1,0,0,1,7,3
0,0,0,0,0,0,8,3
1,1,1,1,1,1,11,0
0,0,0,0,0,0,1,1
0,0,0,0,0,0,9,0
0,0,0,0,0,0,2,0
2,0,3,0,2,0,2,0
0,1,-1,0,0,1,4,1
1,0,1,0,1,0,2,0
0,0,0,0,0,0,1,0
0,1,-3,0,0,1,3,0
0,1,-1,0,0,1,4,0
1,0,1,0,1,0,2,2
0,0,0,0,0,0,3,0
1,0,2,0,1,0,1,0
1,2,0,1,1,2,8,2
0,1,-2,0,0,1,5,0
1,0,2,0,1,0,5,1
0,0,0,0,0,0,2,0
1,0,1,0,1,0,2,0
1,0,1,0,1,0,5,0
0,0,0,0,0,0,2,0
2,2,1,1,2,2,4,4
0,0,0,0,0,0,4,0
1,1,0,1,1,1,5,0
0,1,-2,0,0,1,2,0
0,0,0,0,0,0,2,0
1,0,1,0,1,0,7,1
2,1,2,1,2,1,9,1
0,0,0,0,0,0,0,0
3,0,3,0,3,0,6,1
0,0,0,0,0,0,3,0
1,0,2,0,1,0,10,1
0,0,0,0,0,0,15,2
1,0,2,0,1,0,2,0
0,0,0,0,0,0,1,0
1,0,1,0,1,0,3,0
1,2,-2,1,1,2,1,1
1,0,1,0,1,0,2,0
0,0,0,0,0,0,1,1
0,0,0,0,0,0,7,1
0,0,0,0,0,0,1,0
0,1,-2,0,0,1,2,0
0,0,0,0,0,0,3,1
0,0,0,0,0,0,4,3
0,0,0,0,0,0,0,0
2,1,3,2,1,1,1,0
1,2,-1,1,1,2,9,0
0,0,0,0,0,0,4,0
1,1,-2,1,1,1,6,1
0,0,0,0,0,0,6,0
2,0,3,0,2,0,3,1
0,0,0,0,0,0,4,0
2,1,3,2,1,1,1,0
0,0,0,0,0,0,5,0
2,0,2,0,2,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,6,2
1,0,2,0,1,0,5,1
0,0,0,0,0,0,3,0
1,0,2,0,1,0,20,2
0,1,-1,0,0,1,1,0
1,2,-2,2,1,1,1,2
0,0,0,0,0,0,3,1
1,0,1,0,1,0,0,0
1,0,2,0,1,0,9,2
0,0,0,0,0,0,1,0
1,0,2,0,1,0,3,0
0,2,-3,0,0,2,14,2
1,2,-2,1,1,2,4,0
3,2,0,2,2,2,3,0
1,0,1,0,1,0,2,0
1,0,1,0,1,0,14,0
1,0,2,0,1,0,2,1
2,0,2,0,2,0,4,0
0,0,0,0,0,0,6,0
1,0,1,0,1,0,1,1
0,0,0,0,0,0,1,0
1,0,1,0,1,0,3,1
0,0,0,0,0,0,1,0
1,0,2,0,1,0,0,0
1,2,-1,1,1,2,7,2
1,1,-1,1,1,1,6,0
0,2,-2,0,0,2,9,0
0,0,0,0,0,0,5,0
0,0,0,0,0,0,4,0
1,3,-3,2,1,2,10,0
0,0,0,0,0,0,2,1
2,0,2,0,2,0,7,0
2,0,3,0,2,0,7,0
1,0,1,0,1,0,4,2
5,0,7,0,5,0,1,0
1,0,1,0,1,0,2,0
0,0,0,0,0,0,3,0
2,0,3,0,2,0,29,0
0,1,-1,0,0,1,6,1
1,1,1,1,1,1,4,2
2,1,2,1,2,1,1,0
0,0,0,0,0,0,5,0
0,0,0,0,0,0,7,0
0,1,-2,0,0,1,9,2
1,1,-1,1,1,1,6,1
0,1,-1,0,0,1,7,0
2,0,3,0,2,0,5,0
1,1,1,1,1,1,3,0
0,0,0,0,0,0,1,1
1,3,-1,2,1,2,1,0
1,0,1,0,1,0,4,0
0,1,-2,0,0,1,4,1
1,0,2,0,1,0,5,0
0,1,-2,0,0,1,23,1
1,0,2,0,1,0,2,0
0,0,0,0,0,0,3,0
0,2,-3,0,0,2,7,0
0,1,-1,0,0,1,1,0
1,2,0,1,1,2,5,1
1,0,1,0,1,0,3,0
1,0,1,0,1,0,6,0
0,1,-3,0,0,1,1,0
0,0,0,0,0,0,5,0
1,0,2,0,1,0,3,2
0,0,0,0,0,0,1,1
0,0,0,0,0,0,2,0
0,0,0,0,0,0,1,1
1,1,0,1,1,1,8,4
2,1,1,2,1,1,20,0
0,0,0,0,0,0,1,0
1,0,2,0,1,0,1,0
0,1,-1,0,0,1,3,2
0,0,0,0,0,0,2,0
0,0,0,0,0,0,3,4
2,1,1,1,2,1,15,0
0,0,0,0,0,0,1,0
0,1,-2,0,0,1,1,2
1,0,1,0,1,0,6,0
0,2,-3,0,0,2,2,0
1,0,1,0,1,0,0,0
0,0,0,0,0,0,11,1
1,0,1,0,1,0,3,5
1,1,-1,1,1,1,5,3
1,0,1,0,1,0,1,0
0,0,0,0,0,0,2,0
0,0,0,0,0,0,1,0
1,0,1,0,1,0,2,0
0,0,0,0,0,0,0,2
0,0,0,0,0,0,1,0
0,1,-2,0,0,1,1,4
1,0,1,0,1,0,1,0
2,0,4,0,2,0,4,2
0,1,-1,0,0,1,6,4
0,1,-3,0,0,1,1,0
1,0,1,0,1,0,1,0
2,1,2,2,1,1,1,0
0,1,-1,0,0,1,1,2
1,0,1,0,1,0,1,0
0,1,-2,0,0,1,2,4
0,0,0,0,0,0,6,0
0,1,-1,0,0,1,3,2
0,0,0,0,0,0,5,0
0,1,-1,0,0,1,2,0
0,0,0,0,0,0,1,1
0,0,0,0,0,0,7,0
1,1,0,1,1,1,4,3
0,1,-1,0,0,1,0,0
1,0,1,0,1,0,2,1
0,0,0,0,0,0,5,0
0,0,0,0,0,0,4,11
1,0,1,0,1,0,1,0
0,1,-1,0,0,1,5,1
2,0,2,0,2,0,4,1
1,1,0,1,1,1,15,3
1,0,2,0,1,0,14,1
0,0,0,0,0,0,1,0
1,0,2,0,1,0,1,0
1,0,1,0,1,0,0,0
0,0,0,0,0,0,1,3
0,0,0,0,0,0,3,0
0,3,-6,0,0,3,8,0
1,1,-1,1,1,1,2,0
0,0,0,0,0,0,3,0
0,2,-2,0,0,2,1,5
0,1,-2,0,0,1,2,0
2,0,4,0,2,0,2,0
1,2,-1,2,1,1,13,1
0,0,0,0,0,0,10,1
2,0,3,0,2,0,2,2
0,0,0,0,0,0,1,1
1,0,1,0,1,0,9,0
0,1,-1,0,0,1,6,0
2,1,2,1,2,1,6,2
0,0,0,0,0,0,3,1
0,0,0,0,0,0,6,0
2,0,3,0,2,0,6,2
0,0,0,0,0,0,5,0
0,0,0,0,0,0,15,3
1,2,-2,1,1,2,9,1
1,1,-2,1,1,1,3,0
1,0,2,0,1,0,2,3
0,2,-3,0,0,2,5,0
0,0,0,0,0,0,1,0
0,1,-1,0,0,1,7,0
0,2,-4,0,0,2,5,4
3,0,6,0,3,0,0,0
1,1,1,1,1,1,2,0
0,1,-2,0,0,1,24,4
0,1,-1,0,0,1,3,0
1,0,2,0,1,0,2,1
1,0,2,0,1,0,2,0
1,0,2,0,1,0,20,2
1,0,2,0,1,0,4,0
1,3,-3,2,1,2,4,0
1,0,2,0,1,0,4,0
0,0,0,0,0,0,0,0
1,0,2,0,1,0,8,0
1,0,1,0,1,0,9,0
0,1,-2,0,0,1,1,2
1,0,1,0,1,0,2,1
0,1,-3,0,0,1,2,1
0,1,-1,0,0,1,2,2
0,1,-1,0,0,1,8,6
1,0,2,0,1,0,2,3
1,0,2,0,1,0,5,0
0,0,0,0,0,0,2,0
0,0,0,0,0,0,9,1
0,2,-4,0,0,2,3,2
0,0,0,0,0,0,6,0
0,1,-1,0,0,1,8,0
1,0,1,0,1,0,0,0
0,0,0,0,0,0,2,1
1,1,1,1,1,1,6,0
1,0,1,0,1,0,2,5
0,1,-1,0,0,1,4,0
0,0,0,0,0,0,9,1
1,0,2,0,1,0,10,1
0,0,0,0,0,0,5,0
0,0,0,0,0,0,6,2
1,0,1,0,1,0,6,1
0,0,0,0,0,0,8,0
0,2,-2,0,0,2,10,4
0,0,0,0,0,0,6,5
0,1,-1,0,0,1,3,0
3,0,3,0,3,0,9,0
1,0,2,0,1,0,3,0
0,0,0,0,0,0,2,0
0,2,-4,0,0,2,3,0
1,2,-1,1,1,2,4,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,25,0
0,0,0,0,0,0,4,1
0,2,-3,0,0,2,5,3
1,0,1,0,1,0,2,1
